,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
291,CBS,Tue Jun 05 22:12:28 +0000 2018,RT @StrangeAngel: About last night... The #StrangeAngel screening party was a blast! Pun intended. 🚀😏 https://t.co/m64EcNmweY,0.4574,0.176,0.824,0.0,92
292,CBS,Tue Jun 05 19:00:02 +0000 2018,These CBS stars can really belt it out! Find out which celebs from your favorite shows are pitch-perfect:… https://t.co/X4zMACFazB,0.5093,0.155,0.845,0.0,93
293,CBS,Tue Jun 05 15:04:41 +0000 2018,"More stars are set to appear at the #TonyAwards, including @billyjoel, @amyschumer, and @katharinemcphee. See who e… https://t.co/lPUocBcn9t",0.0,0.0,1.0,0.0,94
294,CBS,Mon Jun 04 17:00:00 +0000 2018,"The #TonyAwards are just days away, and @joshgroban and @SaraBareilles will bring all they've got to Broadway's Big… https://t.co/eKkWn6ClSq",0.0,0.0,1.0,0.0,95
295,CBS,Fri Jun 01 17:39:17 +0000 2018,"Call us old-fashioned, but we donut want you missing out on #NationalDonutDay! Here are a few treats from us to you… https://t.co/HpzN8bQ3SO",-0.3903,0.062,0.807,0.131,96
296,CBS,Fri Jun 01 17:00:03 +0000 2018,Remember @Lin_Manuel’s beautiful sonnet from the 70th Annual Tony Awards®? Relive some of the greatest moments in… https://t.co/IZjeQLd58C,0.8442,0.336,0.664,0.0,97
297,CBS,Thu May 31 23:50:00 +0000 2018,"Good friends @joshgroban and @SaraBareilles are hosting the #TonyAwards together? Well, this is bound to be fun! https://t.co/26Vgzp0s2e",0.8932,0.455,0.545,0.0,98
298,CBS,Wed May 30 15:07:34 +0000 2018,"The #TonyAwards just got even better because @UzoAduba, @MattBomer, and more stars will be presenting live! Find ou… https://t.co/hfFBtWo1T9",0.4926,0.151,0.849,0.0,99
299,CBS,Mon May 28 21:00:01 +0000 2018,"Mark your calendars. @SalvationCBS returns Monday, June 25 at 9/8c! ☄️ https://t.co/N9pYuhYLRF",0.0,0.0,1.0,0.0,100
300,CBS,Mon May 28 02:08:19 +0000 2018,RT @thegoodfight: All episodes of season 2 are now available. Stream #TheGoodFight on CBS All Access: https://t.co/k3tn8kR9KC https://t.co/…,0.0,0.0,1.0,0.0,101
301,CBS,Wed May 23 23:07:38 +0000 2018,Get the popcorn ready! 🍿  It's going to be an unforgettable @survivorcbs finale. Make sure to tune in TONIGHT at 8/… https://t.co/vp0JyqfXMQ,0.6239,0.203,0.797,0.0,102
302,CBS,Wed May 23 19:02:43 +0000 2018,"RT @StrangeAngel: Every brilliant mind has a dark side. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/y0MZg1BzEB htt…",0.5859,0.174,0.826,0.0,103
303,CBS,Tue May 22 23:19:40 +0000 2018,Prepare yourself. The @NCIS_CBS season finale is unlike any other. Don't miss it TONIGHT at 8/7c. https://t.co/MOH6uiFc0C,0.1139,0.083,0.917,0.0,104
304,CBS,Tue May 22 20:02:22 +0000 2018,"Summer heats up with @CBSBigBrother, @SalvationCBS, and the brand-new competition series @TKOCBS. Find out when you… https://t.co/DxE7OnKs17",0.0,0.0,1.0,0.0,105
305,CBS,Mon May 21 23:00:01 +0000 2018,Who’s going to be watching the season finale of @ManWithAPlan tonight? RT if you'll be tuning in at 8:30/7:30c! https://t.co/ARLRtVuGuc,0.0,0.0,1.0,0.0,106
306,CBS,Sun May 20 20:00:00 +0000 2018,The season finale of @MadamSecretary will leave you speechless! Make sure to tune in tonight at 10/9c. https://t.co/hqxkLZsWpl,0.3382,0.131,0.808,0.061,107
307,CBS,Sun May 20 17:00:01 +0000 2018,The @NCISLA season finale is going to be a wild ride. Don't miss all of the action starting TONIGHT at 8/7c! https://t.co/PNtUuVf9VQ,0.1867,0.08,0.92,0.0,108
308,CBS,Sat May 19 08:00:01 +0000 2018,Retweet if you're ready for the #RoyalWedding! https://t.co/k57NM7OrXn,0.4199,0.285,0.715,0.0,109
309,CBS,Fri May 18 21:00:01 +0000 2018,It's going down (literally) on the Season Finale of @HawaiiFive0CBS when a submarine appears off the coast of Waiki… https://t.co/oD7Le5XUz6,0.0,0.0,1.0,0.0,110
310,CBS,Fri May 18 14:00:03 +0000 2018,"The #RoyalWedding is finally here, and you're invited! Join @CBSThisMorning’s @GayleKing and @etnow’s @KevinFrazier… https://t.co/Q5xiRkXLUz",0.3595,0.151,0.849,0.0,111
311,CBS,Thu May 17 23:44:27 +0000 2018,When the @LifeInPiecesCBS season finale is back-to-back episodes. 👏 Get ready for double the laughs at 9/8c! https://t.co/SYW5UzXobv,0.7177,0.261,0.739,0.0,112
312,CBS,Thu May 17 21:19:59 +0000 2018,Rules were made to be broken.💥 Don't miss the heart-pounding season finale of @swatcbs TONIGHT at 10/9c! https://t.co/NXLbeIrvcp,0.1867,0.093,0.907,0.0,113
313,CBS,Thu May 17 19:12:51 +0000 2018,"Is it fall yet? Check out the first looks at our new fall shows and stars from the CBS Upfront!

https://t.co/l7GQVRzRFw",0.0,0.0,1.0,0.0,114
314,CBS,Thu May 17 13:00:00 +0000 2018,How many shows can you binge in a month? Find out with a 1 month free trial of CBS All Access! Use code STREAMITALL… https://t.co/yccQppCaxC,0.5562,0.146,0.854,0.0,115
315,CBS,Thu May 17 00:00:00 +0000 2018,"Save the dates! The CBS Fall lineup is here, and we're welcoming six new shows in addition to returning hits. Which… https://t.co/f9PSQfpHL7",0.75,0.242,0.758,0.0,116
316,CBS,Wed May 16 22:56:24 +0000 2018,What happens when the friendliest guy in the Midwest moves his family next door to a not-so-friendly new LA neighbo… https://t.co/KtEoNE3deL,0.5574,0.159,0.841,0.0,117
317,CBS,Wed May 16 22:56:24 +0000 2018,"When @MurphyBrownCBS returns to the news world, things sure won't be what they used to be! The revival of the groun… https://t.co/jJcgyqyDxL",0.3802,0.11,0.89,0.0,118
318,CBS,Wed May 16 22:56:23 +0000 2018,"When decorated former Navy SEAL Thomas Magnum returns home to Hawaii, he embarks on a new mission: solving cases in… https://t.co/6n2MWY3c2f",0.34,0.112,0.888,0.0,119
319,CBS,Wed May 16 22:56:23 +0000 2018,The ordinary turns extraordinary for this suburban couple when an exuberant young pop star unexpectedly moves in wi… https://t.co/9xaAUSm5nm,0.5859,0.174,0.826,0.0,120
320,CBS,Wed May 16 22:56:23 +0000 2018,An outspoken atheist's life takes a surprising turn when he accepts a social media friend request from God! Watch w… https://t.co/EbVbL0SNDk,0.8398,0.4,0.6,0.0,121
321,CBS,Wed May 16 22:56:23 +0000 2018,"When danger threatens the nation, these elite agents risk their lives to keep it safe. Join them on the case when n… https://t.co/LuSY0jXBf9",-0.4588,0.163,0.577,0.26,122
322,CBS,Wed May 16 22:56:22 +0000 2018,Meet the new shows coming to CBS this fall!,0.0,0.0,1.0,0.0,123
323,CBS,Wed May 16 21:46:07 +0000 2018,So much TV to love! ❤️ Be sure to follow the shows of the CBS 2018-2019 primetime lineup and stay up-to-date on the… https://t.co/lQwGtznj5i,0.7777,0.228,0.772,0.0,124
324,CBS,Wed May 16 18:05:27 +0000 2018,"Every mission leaves its mark. Join us in the final mission to avenge Echo Team's deaths, tonight at 9/8c during th… https://t.co/SlfprTVDgD",0.296,0.095,0.905,0.0,125
325,CBS,Wed May 16 13:52:57 +0000 2018,"Get ready for three new comedies, five new dramas and the return of the critically acclaimed @MurphyBrownCBS. Here'… https://t.co/alHwUTRFKh",0.6369,0.234,0.766,0.0,126
326,CBS,Wed May 16 13:24:14 +0000 2018,"RT @happytogether: When an international pop star moves into your house, life gets a little more interesting! @wayansjr, @AmberoniStevens a…",0.46,0.143,0.857,0.0,127
327,CBS,Wed May 16 13:23:26 +0000 2018,"RT @TheNeighborhood: You can’t pick your neighbors, but Calvin sure wishes he could! @CedEntertainer stars in the new comedy #TheNeighborho…",0.8122,0.33,0.67,0.0,128
328,CBS,Tue May 15 20:16:38 +0000 2018,Tonight's the night - Agent Dwayne Pride's fate will be revealed. Don't miss the special two-hour season finale of… https://t.co/52amkSiNcA,-0.2057,0.07,0.821,0.109,129
329,CBS,Mon May 14 20:59:11 +0000 2018,"Donuts down, hands up! Get ready for a dramatic turn on the finale of @SuperiorDonuts TONIGHT at 9/8c. 🍩https://t.co/f5VSqOlRYu",0.4199,0.141,0.859,0.0,130
330,CBS,Mon May 14 18:17:23 +0000 2018,"RT @MagnumPICBS: Thomas Magnum is back on the case! @jay_hernandez stars in #MagnumPI, coming to #CBS. https://t.co/R1aURqMawD",0.0,0.0,1.0,0.0,131
331,CBS,Mon May 14 18:16:12 +0000 2018,"RT @GodFriendedMe: You never know who's going to send you a friend request. #GodFriendedMe, the new drama series starring @hall_m_brandon a…",0.4939,0.144,0.856,0.0,132
332,CBS,Mon May 14 18:15:36 +0000 2018,RT @TheRedLineCBS: Three Chicago families’ lives converge in the wake of a mistaken shooting. From acclaimed producers @ava and @GBerlanti…,-0.3612,0.0,0.878,0.122,133
333,CBS,Mon May 14 18:15:08 +0000 2018,"RT @FamCBS: No family is perfect, especially this #FAM! @ninadobrev, @toneBell and @odessaadlon star in the new #CBS comedy #FAM. https://t…",0.6476,0.243,0.674,0.082,134
334,CBS,Mon May 14 18:14:46 +0000 2018,"RT @TheCodeCBS: Their code is honor, courage and commitment. They pursue military justice at home and abroad. #TheCode coming to #CBS. http…",0.9081,0.408,0.592,0.0,135
335,CBS,Mon May 14 18:14:22 +0000 2018,RT @FBICBS: Meet the FBI agents who are investigating the most dangerous cases threatening our nation. From Emmy Winner Dick Wolf and the t…,-0.762,0.111,0.586,0.303,136
336,CBS,Mon May 14 18:13:58 +0000 2018,RT @MurphyBrownCBS: The ground-breaking comedy returns. #MurphyBrown coming to #CBS. https://t.co/di8GXoVPjh,0.3612,0.2,0.8,0.0,137
337,CBS,Mon May 14 14:42:00 +0000 2018,RT @StrangeAngel: Play with fire. 🔥 #StrangeAngel launches June 14 on #CBSAllAccess. https://t.co/xiFSkVz1vB https://t.co/Aw3kGeHyj4,-0.34,0.132,0.604,0.264,138
338,CBS,Sun May 13 13:16:14 +0000 2018,"Happy #MothersDay to the moms who comfort us, understand us, and keep us centered. We ❤️ you. https://t.co/4YDmZrTGIC",0.7351,0.267,0.733,0.0,139
339,CBS,Fri May 11 23:00:40 +0000 2018,The more the merrier! CBS has ordered five more shows that just might become your new favorites next season:… https://t.co/2g5OSj2xPu,0.7245,0.252,0.748,0.0,140
340,CBS,Fri May 11 20:55:08 +0000 2018,Thinking about the @BlueBloods_CBS season finale like… Don’t miss the surprising reveal TONIGHT at 10/9c. https://t.co/8ExkPFpnFj,0.128,0.119,0.791,0.09,141
341,CBS,Thu May 10 23:11:17 +0000 2018,"Double the @MomCBS, double the fun! Anyone else feel like they hit the jackpot with the back-to-back Season Finale… https://t.co/ebq8WJLKGf",0.7263,0.253,0.747,0.0,142
342,CBS,Thu May 10 19:24:10 +0000 2018,"2 suitors, 1 Meemaw and 1 Sheldon. You won’t want to miss the season finale of @YoungSheldon tonight at 8:30/7:30c. https://t.co/Hht2yRE7ly",-0.0772,0.069,0.847,0.085,143
343,CBS,Thu May 10 18:03:26 +0000 2018,Broadway's Biggest Night is around the corner! Who are you hoping to see? #TonyAwards2018 ✨ https://t.co/KLT8QCxWcK,0.6588,0.278,0.722,0.0,144
344,CBS,Thu May 10 15:30:40 +0000 2018,"The big day is finally here, and you’re invited. 👰 Make sure to tune in to the @bigbangtheory’s star-studded #ShAmy… https://t.co/la9E6tvQ5b",0.3182,0.095,0.905,0.0,145
345,CBS,Wed May 09 21:35:00 +0000 2018,"Before the #ShAmy wedding tomorrow, the @bigbangtheory stars &amp; special guests play a game of ""yay or nay"" with thes… https://t.co/ZpCM16qOyT",0.8176,0.333,0.667,0.0,146
346,CBS,Wed May 09 19:36:24 +0000 2018,Get ready for more laughs! Learn more about the two new comedies coming to CBS: https://t.co/cpT3fd2RH5 https://t.co/NGrcp803zW,0.8395,0.391,0.609,0.0,147
347,CBS,Tue May 08 22:26:55 +0000 2018,"Goodbyes are never easy.  After 15 seasons, don’t miss Abby’s final episode of @NCIS_CBS tonight at 8/7c.  https://t.co/GTGj2YRJA1",-0.4599,0.0,0.8,0.2,148
348,CBS,Tue May 08 19:55:32 +0000 2018,Will you be watching the @BullCBS Season 2 Finale tonight at 9/8c? RT if your answer is yes! https://t.co/OxnyEDVsKj,0.4574,0.15,0.85,0.0,149
349,CBS,Tue May 08 17:18:20 +0000 2018,RT @thegoodfight: Listening to #QueenBaranski read fan tweets is like poetry. 😍 Warning: this video will give you ALL the feels. ☺️❤️ #TheG…,0.6597,0.242,0.683,0.075,150
350,CBS,Mon May 07 17:50:20 +0000 2018,"RT @KevinCanWaitCBS: Season 2 of #KevinCanWait comes to a close tonight, and @KevinJames and @LeahRemini have A LOT to say about it. https:…",0.0,0.0,1.0,0.0,151
351,CBS,Fri May 04 21:00:00 +0000 2018,Spend your Friday night with this dynamic duo! Tune in to the season finale of @MacGyverCBS at 8/7c on CBS and CBS… https://t.co/AfWUVo4GSu,0.5093,0.13,0.87,0.0,152
352,CBS,Fri May 04 18:42:12 +0000 2018,RT @undercover_cbs: Get ready for the series premiere of #CelebrityBoss in just seven days! How would you react if your favorite celebrity…,0.6996,0.225,0.775,0.0,153
353,CBS,Fri May 04 14:48:42 +0000 2018,The force is strong on the set of @bigbangtheory! #MayThe4thBeWithYou https://t.co/uYyXKtuVCM,0.5562,0.264,0.736,0.0,154
354,CBS,Wed May 02 19:04:01 +0000 2018,RT @thegoodfight: The fight's not over yet. #TheGoodFight is renewed for Season 3. https://t.co/gUrDeA5KQP,0.0,0.0,1.0,0.0,155
355,CBS,Tue May 01 23:10:50 +0000 2018,RT @TKOCBS: Both @hwventure and @janemun have been named Executive Producers and showrunners of #TKO: TOTAL KNOCK OUT! Learn more about the…,0.0,0.0,1.0,0.0,156
356,CBS,Tue May 01 17:58:51 +0000 2018,"RT @StrangeAngel: Sex. Magick. Rocket Science. #StrangeAngel launches June 14, only on CBS All Access. https://t.co/I3sqWMASxl https://t.co…",0.0,0.0,1.0,0.0,157
357,CBS,Tue May 01 15:16:28 +0000 2018,"Broadway's Biggest Night will honor the best in theatre on Sunday, June 10! Here are the nominees for the… https://t.co/tCiNaLGIvq",0.8268,0.299,0.701,0.0,158
358,CBS,Mon Apr 30 22:54:18 +0000 2018,We congratulate all of our CBS #DaytimeEmmy Award winners! Check out the stars who joined @TheTalkCBS hosts to cele… https://t.co/JfUFINmYGH,0.8777,0.373,0.627,0.0,159
359,CBS,Mon Apr 30 13:28:01 +0000 2018,RT @KevinJames: Getting the band back together @AdamSandler @chrisrock @MikeDelguidice1 @KevinCanWaitCBS #KevinCanWait https://t.co/Mo5EWck…,0.0,0.0,1.0,0.0,160
360,CBS,Mon Apr 30 02:22:08 +0000 2018,See all of the stunning fashion looks from the @CBSDaytime stars on the #DaytimeEmmys red carpet:… https://t.co/iJN1ssGPvZ,0.3818,0.14,0.86,0.0,161
361,CBS,Sun Apr 29 15:30:00 +0000 2018,The 45th annual #DaytimeEmmys are here! Congratulations to all of the wonderful @CBSDaytime stars and shows nominat… https://t.co/xZhDSYnxL6,0.8356,0.33,0.67,0.0,162
362,CBS,Thu Apr 26 23:40:24 +0000 2018,These stars are going undercover for #CelebrityBoss! Find out more about Celebrity @undercover_cbs premiering May 1… https://t.co/Deyn76ADT9,0.0,0.0,1.0,0.0,163
363,CBS,Wed Apr 25 21:48:49 +0000 2018,"New courage. New hope. New season. 

Season 3 of @CodeBlackCBS premieres TONIGHT at 10/9c on CBS! https://t.co/rR8xUCKlzI",0.75,0.313,0.687,0.0,164
364,CBS,Wed Apr 25 18:09:50 +0000 2018,Celebrate #DNADay by letting your forensic flag fly and revisit some classic episodes of @CSI_CBS on CBS All Access… https://t.co/YCbHDK2r4b,0.5719,0.163,0.837,0.0,165
365,CBS,Wed Apr 25 16:55:33 +0000 2018,"Get ready for big reveals, dramatic conclusions, and huge guest stars! Find out more about the 2017-2018 season fin… https://t.co/xcBChnjEvH",0.6239,0.221,0.779,0.0,166
366,CBS,Mon Apr 23 21:03:22 +0000 2018,Who’s ready to see these moves? 🕺 Tune in to the @latelateshow’s Carpool Karaoke Primetime Special TONIGHT at 10/9c! https://t.co/gjrURqXaPN,0.6696,0.224,0.776,0.0,167
367,CBS,Sun Apr 22 16:00:03 +0000 2018,"The 53rd #ACMawards turned into one big party when @KeithUrban and @juliamichaels performed their upbeat single ""Co… https://t.co/Q3Zj3EzuNs",0.4019,0.137,0.863,0.0,168
368,CBS,Fri Apr 20 22:00:01 +0000 2018,A blind date was all it took. Learn more about Meghan Markle and her road to royalty from the people who know her b… https://t.co/fEAMUblPQ4,-0.4019,0.0,0.895,0.105,169
369,CBS,Fri Apr 20 17:34:37 +0000 2018,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,0.0,0.0,1.0,0.0,170
370,CBS,Thu Apr 19 20:00:00 +0000 2018,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,0.0,0.0,1.0,0.0,171
371,CBS,Thu Apr 19 19:00:02 +0000 2018,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",0.4877,0.174,0.826,0.0,172
372,CBS,Thu Apr 19 17:08:44 +0000 2018,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",0.4939,0.132,0.868,0.0,173
373,CBS,Wed Apr 18 21:00:01 +0000 2018,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,0.4199,0.128,0.872,0.0,174
374,CBS,Wed Apr 18 18:57:45 +0000 2018,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,0.8539,0.355,0.645,0.0,175
375,CBS,Wed Apr 18 17:00:03 +0000 2018,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",0.5994,0.196,0.804,0.0,176
376,CBS,Wed Apr 18 15:14:39 +0000 2018,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ‼️‼️‼️‼️👫🏆🎭😭🔜 #TonyAwards2018 https://t.co/NLss47K6…,0.2284,0.16,0.718,0.122,177
377,CBS,Wed Apr 18 15:10:34 +0000 2018,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,0.0,0.0,1.0,0.0,178
378,CBS,Tue Apr 17 00:26:33 +0000 2018,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,0.0,0.0,1.0,0.0,179
379,CBS,Mon Apr 16 23:00:02 +0000 2018,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,0.0,0.0,1.0,0.0,180
380,CBS,Mon Apr 16 17:00:04 +0000 2018,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1,0.0,0.0,1.0,0.0,181
381,CBS,Mon Apr 16 16:02:49 +0000 2018,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience…,0.2714,0.123,0.806,0.071,182
382,CBS,Mon Apr 16 15:00:02 +0000 2018,"In case you missed it, watch the entire #ACMawards now: https://t.co/P3pgMJE2oh https://t.co/OOG2R0Mb4J",-0.296,0.0,0.833,0.167,183
383,CBS,Mon Apr 16 06:11:41 +0000 2018,Relive a night of all-star country music performances and epic wins at the #ACMawards. Stream the entire show:… https://t.co/iA3SMVIhpA,0.5719,0.179,0.821,0.0,184
384,CBS,Mon Apr 16 06:00:00 +0000 2018,Multiple ACM Award Winners @KeithUrban and @carrieunderwood just added one more trophy to their collection with the… https://t.co/rMGCzOeJQK,0.765,0.292,0.708,0.0,185
385,CBS,Mon Apr 16 05:55:00 +0000 2018,That's a wrap for the 53rd #ACMawards! 🎬 https://t.co/jM0HKud3d6,0.0,0.0,1.0,0.0,186
386,CBS,Mon Apr 16 05:30:00 +0000 2018,"To all of tonight's nominees, we tip our hats to you! 🤠 #ACMawards https://t.co/eytEezfIgS",0.0,0.0,1.0,0.0,187
387,CBS,Mon Apr 16 05:00:00 +0000 2018,Retweet if you think @carrieunderwood looks beautiful tonight! #ACMawards https://t.co/sqefiLBcXd,0.636,0.318,0.682,0.0,188
388,CBS,Mon Apr 16 05:00:00 +0000 2018,"In case you missed any, here's a rundown of all the performers from Country Music's Party of the Year®:… https://t.co/KtRKXkUpmI",0.128,0.123,0.776,0.1,189
389,CBS,Mon Apr 16 03:56:42 +0000 2018,The #ACMawards crowd was roaring for Vocal Event Of The Year winners @KeithUrban and @carrieunderwood! Here is the… https://t.co/rFB5f2lVo7,0.5255,0.159,0.841,0.0,190
390,CBS,Mon Apr 16 03:06:10 +0000 2018,RT @AmberLee_RN: Anyone else crying from that @Jason_Aldean acceptance speech?! Wow! Congrats Jason! #vegasstrong #ACMawards,0.8392,0.44,0.437,0.123,191
391,CBS,Mon Apr 16 03:02:50 +0000 2018,"Put your hands up for Entertainer of the Year, @Jason_Aldean! 🙌 #ACMawards https://t.co/QLFrrsyU8R",0.4389,0.182,0.818,0.0,192
392,CBS,Mon Apr 16 03:00:10 +0000 2018,RT @min_d24: Love how @LukeBryanOnline was straight fan girling on @reba and @kelly_clarkson tonight on the #ACMawards! Y'all #killedit,0.8268,0.352,0.648,0.0,193
393,CBS,Mon Apr 16 02:58:55 +0000 2018,"Was that ""A-sharp"" performance by @reba and @kelly_clarkson or what!? 🎼 #ACMawards https://t.co/19pDyrELqC",0.0,0.0,1.0,0.0,194
394,CBS,Mon Apr 16 02:57:41 +0000 2018,The news keeps getting better and better. @ChrisStapleton deserves a standing ovation tonight! He wins again for Ma… https://t.co/6m7nZFwPyK,0.8687,0.395,0.605,0.0,195
395,CBS,Mon Apr 16 02:35:58 +0000 2018,RT @MattBoveHS: Most People Are Good is such a powerful song #ACMawards @LukeBryanOnline,0.7152,0.374,0.626,0.0,196
396,CBS,Mon Apr 16 02:26:16 +0000 2018,We have our #ACMawards Female Vocalist of the Year: @mirandalambert! 👏 https://t.co/Xu7WPuv1f2,0.0,0.0,1.0,0.0,197
397,CBS,Mon Apr 16 02:22:40 +0000 2018,"Without this talented group of women, @mirandalambert @reba @MarenMorris @KelseaBallerini and @carrieunderwood, lif… https://t.co/Zwqh2PAdM1",-0.4023,0.0,0.828,0.172,198
398,CBS,Mon Apr 16 02:12:19 +0000 2018,RT @ElizabethGilbe3: @carrieunderwood never disappoints! What an amazing voice and beautiful soul! #ACMawards #girlcrush,0.8877,0.488,0.512,0.0,199
399,CBS,Mon Apr 16 02:10:19 +0000 2018,RT @SarahJPrimo: I could listen to Dan and Shay all day  #ACMawards,0.0,0.0,1.0,0.0,200
400,CNN,Mon Jul 09 00:45:20 +0000 2018,What's your favorite scene from the Sopranos? Return to the iconic TV moments that defined the #2000s in the new CN… https://t.co/PCKGBFSW0m,0.4588,0.125,0.875,0.0,1
401,CNN,Mon Jul 09 00:30:07 +0000 2018,Ask President Trump's court pick whether the Bible is supreme https://t.co/4DcKzla8Lp (via @CNNOpinion) https://t.co/pwRzq5wc51,0.5574,0.217,0.783,0.0,2
402,CNN,Mon Jul 09 00:00:15 +0000 2018,Singer Justin Bieber and model Hailey Baldwin are engaged https://t.co/0dVG3qYNRr https://t.co/8urrXKVFkx,0.4019,0.213,0.787,0.0,3
403,CNN,Sun Jul 08 23:30:12 +0000 2018,Migrants describe their experiences in US custody https://t.co/p1wEg5jkxY https://t.co/EjJSyT5hxe,0.0,0.0,1.0,0.0,4
404,CNN,Sun Jul 08 23:00:21 +0000 2018,How President Trump's former lawyer evolved on dealing with special counsel Robert Mueller https://t.co/cMvaLYUuYC https://t.co/RAL0PvYGfc,0.4019,0.162,0.838,0.0,5
405,CNN,Sun Jul 08 22:45:07 +0000 2018,What's happening this week https://t.co/TErqq4KiB7 https://t.co/4vSaMTzNGh,0.0,0.0,1.0,0.0,6
406,CNN,Sun Jul 08 22:30:07 +0000 2018,White House fence jumper who wandered grounds arrested again nearby https://t.co/hu3tw5mxpU https://t.co/cO1orfv1bX,-0.4767,0.0,0.78,0.22,7
407,CNN,Sun Jul 08 22:15:09 +0000 2018,At least 9 injured in annual Running of the Bulls in Spain https://t.co/PUoYWaaiL5 https://t.co/CL7QER9cfz,-0.4019,0.0,0.816,0.184,8
408,CNN,Sun Jul 08 22:00:14 +0000 2018,"Secretary of State Mike Pompeo dismisses North Korea's ""gangster"" comments and says talks are going well… https://t.co/QGUeTR8u8L",0.0,0.0,1.0,0.0,9
409,CNN,Sun Jul 08 21:45:11 +0000 2018,The top 6 politics stories ahead this week https://t.co/LqkCZ1OAlV https://t.co/ujQWcCLOvF,0.2023,0.184,0.816,0.0,10
410,CNN,Sun Jul 08 21:35:09 +0000 2018,"Woman dies after being exposed to Soviet-era nerve agent, UK authorities say https://t.co/0RYDsJKElt https://t.co/m6RaYSNxy1",-0.0772,0.0,0.909,0.091,11
411,CNN,Sun Jul 08 21:30:08 +0000 2018,Homeowners come home to ash and rubble as wildfires ravage California https://t.co/UlCVtxP3v1 https://t.co/3HouCkkMrF,0.0,0.0,1.0,0.0,12
412,CNN,Sun Jul 08 21:22:00 +0000 2018,"Singer Justin Bieber and model Hailey Baldwin got engaged over the weekend, a source close to the singer confirmed… https://t.co/37zlPVddZV",0.4019,0.13,0.87,0.0,13
413,CNN,Sun Jul 08 21:15:03 +0000 2018,Tariffs cast a shadow as earnings season begins https://t.co/aKQAvdCZTy https://t.co/S8EEMGm439,0.0,0.0,1.0,0.0,14
414,CNN,Sun Jul 08 21:07:05 +0000 2018,"President Trump ""very close"" to decision on Supreme Court pick https://t.co/VbCUVsBKIe https://t.co/7IqIAM6yGg",0.5574,0.247,0.753,0.0,15
415,CNN,Sun Jul 08 21:00:16 +0000 2018,Democrats are feeling down. Now they have to decide which way is up. https://t.co/JuNpexhFHP https://t.co/i4tzOvoe0b,0.128,0.097,0.903,0.0,16
416,CNN,Sun Jul 08 20:45:09 +0000 2018,Diplomatic disconnect with North Korea spells trouble for President Trump https://t.co/whCuMEbFlu | Analysis by Cla… https://t.co/Au0RQsK0YB,-0.4019,0.0,0.838,0.162,17
417,CNN,Sun Jul 08 20:37:08 +0000 2018,"Two of the boys at the center of the Thai cave rescue had birthdays on the day the group went missing, June 23… https://t.co/3sWW7XDWPE",0.2732,0.12,0.8,0.08,18
418,CNN,Sun Jul 08 20:30:14 +0000 2018,Republicans agree immigration affects their political future. They don't agree on how. https://t.co/CvNL2Jh2Ko https://t.co/11vXH8WJz9,0.6124,0.294,0.706,0.0,19
419,CNN,Sun Jul 08 20:15:08 +0000 2018,Egypt's Sameh El Dahan triumphs in an 11-rider jump off to secure victory at the Longines Global Champions Tour Gra… https://t.co/qv69kN9UuR,0.8316,0.328,0.672,0.0,20
420,CNN,Sun Jul 08 20:00:16 +0000 2018,More accusers say Ohio State team doctor abused them https://t.co/30D8t2OCYd https://t.co/htoBTiIfM0,-0.5106,0.0,0.752,0.248,21
421,CNN,Sun Jul 08 19:45:03 +0000 2018,The US threatened nations in an effort to blunt a World Health Assembly resolution supporting breastfeeding this sp… https://t.co/1WKHDK4f1t,-0.0258,0.132,0.731,0.137,22
422,CNN,Sun Jul 08 19:30:16 +0000 2018,"Here are the stories our DC insiders are talking about in this week's ""Inside Politics"" forecast… https://t.co/38NpTGbhZj",0.0,0.0,1.0,0.0,23
