,Media Source,Date,Text,Compound,Positive,Neutral,Negative,Tweet Count
551,CNN,Sat Jul 07 06:46:06 +0000 2018,Looking at buildings can actually give people headaches. Here's why https://t.co/l7LYGg7LpO VIA @CNNStyle https://t.co/fjhrScl4Wk,0.0,0.0,1.0,0.0,152
552,CNN,Sat Jul 07 06:31:00 +0000 2018,"Disney Imagineering has released video of ""Stuntronics"" — robots capable of performing impressive stunts at its the… https://t.co/hezrRVfsza",0.7096,0.282,0.718,0.0,153
553,CNN,Sat Jul 07 06:16:00 +0000 2018,Xiaomi was once the world's most valuable startup. But escalating trade tensions might now stunt the Chinese smartp… https://t.co/pkhoGEAepH,-0.3299,0.097,0.747,0.156,154
554,CNN,Sat Jul 07 05:46:08 +0000 2018,"This architecture practice has set its sights on building an inflatable, 30-ton disco ball in the Nevada desert for… https://t.co/2qAhl6MGXi",0.0,0.0,1.0,0.0,155
555,CNN,Sat Jul 07 05:31:00 +0000 2018,Sesame Place is the first theme park to be designated as a Certified Autism Center. 80% of their staff has undergon… https://t.co/KQPjxB6Cet,0.0,0.0,1.0,0.0,156
556,CNN,Sat Jul 07 05:16:00 +0000 2018,Watch Angelica Gonzalez-Garcia and her 8-year-old daughter reunite at Boston's Logan Airport in a CNN exclusive rep… https://t.co/KqOSgXle2O,0.128,0.086,0.914,0.0,157
557,CNN,Sat Jul 07 05:08:00 +0000 2018,"These expert cave divers show the dangers of cave diving, and why untrained divers like the young boys trapped in a… https://t.co/hyWk0E5sTm",-0.5859,0.134,0.634,0.232,158
558,CNN,Sat Jul 07 05:01:10 +0000 2018,Lions killed suspected rhino poachers who sneaked into a South African game reserve https://t.co/w49vJ0rRN5 https://t.co/51P6zfTY0s,-0.7506,0.0,0.652,0.348,159
559,CNN,Sat Jul 07 04:46:05 +0000 2018,A 3-year-old cancer survivor served as a flower girl in her bone marrow donor's wedding https://t.co/lCbQcTTbYR https://t.co/ZuCeIf9QUz,-0.4404,0.126,0.653,0.221,160
560,CNN,Sat Jul 07 04:31:00 +0000 2018,"In honor of Subaru of America's 50th anniversary, we look back at the company's first model, the Subaru 360 — possi… https://t.co/F2FSb9wYlr",0.4939,0.138,0.862,0.0,161
561,CNN,Sat Jul 07 04:16:04 +0000 2018,Tech billionaire Elon Musk is sending SpaceX and Boring Company engineers to Thailand to help aid the rescue of the… https://t.co/Tg0GRJKLWP,0.5719,0.228,0.684,0.087,162
562,CNN,Sat Jul 07 04:01:02 +0000 2018,A giant 'Trump Baby' balloon is set to be flown close to the UK Parliament during President Trump's upcoming visit… https://t.co/Tg92h6TdXH,0.0,0.0,1.0,0.0,163
563,CNN,Sat Jul 07 03:58:54 +0000 2018,"Stephen Ditko, co-creator of Marvel Comics superheroes Spider-Man and Doctor Strange, has died at 90 years old. https://t.co/6MB7nvemUl",-0.3818,0.121,0.647,0.233,164
564,CNN,Sat Jul 07 03:46:01 +0000 2018,There may be a glimmer of hope in the fight to protect people from HIV-1.  A new vaccine appears to be safe and ind… https://t.co/k2J0O35Xhn,0.7003,0.28,0.633,0.087,165
565,CNN,Sat Jul 07 03:45:19 +0000 2018,Which was your favorite piece of 2000's tech? Your flip phone? MP3 player? PDA? Fire up your blackberry and explore… https://t.co/dxpvswrbAa,0.3736,0.156,0.749,0.095,166
566,CNN,Sat Jul 07 03:31:07 +0000 2018,The top flutist at the Boston Symphony Orchestra is suing the group because she says she makes only 75% of what a m… https://t.co/9AqyaHFAFV,-0.0772,0.072,0.843,0.084,167
567,CNN,Sat Jul 07 03:16:05 +0000 2018,How a trade war could turn into a recession https://t.co/03d7yPOMEX https://t.co/6xyAR2xBZJ,-0.7717,0.0,0.511,0.489,168
568,CNN,Sat Jul 07 03:01:02 +0000 2018,"Mark Zuckerberg is now the third-richest person in the world, bumping Warren Buffett to fourth place… https://t.co/Ovmbupu4Dx",0.0,0.0,1.0,0.0,169
569,CNN,Sat Jul 07 02:46:04 +0000 2018,"President Trump's Florida resort, Mar-a-Lago, has filed a request to the Department of Labor for 61 visas for forei… https://t.co/8wuphpD5Nu",0.0,0.0,1.0,0.0,170
570,CNN,Sat Jul 07 02:31:05 +0000 2018,A class of drugs found in flea medications for pets could help prevent infections in humans https://t.co/erD2oJYeXw https://t.co/JW274d9cn2,0.4215,0.202,0.798,0.0,171
571,CNN,Sat Jul 07 02:24:41 +0000 2018,Tech billionaire Elon Musk is sending SpaceX and Boring Company engineers to Thailand to help aid the rescue of the… https://t.co/NHsMhBiwOr,0.5719,0.228,0.684,0.087,172
572,CNN,Sat Jul 07 02:12:22 +0000 2018,"With Puerto Rico still recovering from hurricanes Irma and Maria last year, cautious residents filled supermarkets… https://t.co/N9qXVdZAf6",-0.1027,0.0,0.92,0.08,173
573,CNN,Sat Jul 07 02:01:06 +0000 2018,Former RNC finance chair's former mistress sues him and Stormy Daniels' lawyers https://t.co/NFqX7d3MW2 https://t.co/TFcwoAOG03,0.0,0.0,1.0,0.0,174
574,CNN,Sat Jul 07 01:51:02 +0000 2018,It's been more than a week since a federal judge in California ordered the Trump administration to reunite the fami… https://t.co/SOqngJpJwR,0.0,0.0,1.0,0.0,175
575,CNN,Sat Jul 07 01:41:08 +0000 2018,"Trump's legal team demanded that before the President agrees to an interview, the special counsel's team must prove… https://t.co/T7x09MmuI7",0.4767,0.262,0.655,0.083,176
576,CNN,Sat Jul 07 01:31:00 +0000 2018,After thousands signed a petition to fly a giant balloon that caricatures President Trump as a baby during his visi… https://t.co/576K1JEqKB,0.0,0.0,1.0,0.0,177
577,CNN,Sat Jul 07 01:25:57 +0000 2018,"Two Boston Police Department officers sang a duet of ""God Bless America,"" and NYPD officers responded with some sin… https://t.co/unDSqh08Hb",0.5994,0.224,0.776,0.0,178
578,CNN,Sat Jul 07 01:16:29 +0000 2018,"One of the energy companies that the new EPA head worked for as a lobbyist is seeking contracts from the agency, ra… https://t.co/XnyoxfqFEK",0.2732,0.091,0.909,0.0,179
579,CNN,Sat Jul 07 01:12:13 +0000 2018,OUT: Scott Pruitt. IN: Bill Shine | Analysis by @CillizzaCNN https://t.co/Wgr8JpJUWB https://t.co/x70bG5j6zU,0.0,0.0,1.0,0.0,180
580,CNN,Sat Jul 07 01:11:00 +0000 2018,"RT @AC360: ""It's a reality television show, inside of a soap opera, wrapped up in a thriller, and deep fried in some crazy,"" says @VanJones…",0.1027,0.062,0.938,0.0,181
581,CNN,Sat Jul 07 01:05:06 +0000 2018,Special counsel prosecutors say a banker allegedly helped former Trump campaign chief Paul Manafort obtain loans wh… https://t.co/Au3LdmdLdL,0.4019,0.144,0.856,0.0,182
582,CNN,Sat Jul 07 00:58:10 +0000 2018,"Just days ahead of a deadline, the Trump administration said it may need more time to reunite some of the immigrant… https://t.co/EhPpHrYGY3",0.0,0.0,1.0,0.0,183
583,CNN,Sat Jul 07 00:46:09 +0000 2018,"RT @AC360: ""Every American should be embarrassed by the level of incompetence that is being revealed through this process,"" says CNN's @ana…",-0.7003,0.0,0.775,0.225,184
584,CNN,Sat Jul 07 00:44:40 +0000 2018,Bereaved mom and Democratic candidate Lucy McBath pushes gun control as she bids to win Georgia's 6th Congressional… https://t.co/7hkJKp6yQs,-0.1779,0.15,0.632,0.217,185
585,CNN,Sat Jul 07 00:31:24 +0000 2018,"Whether trapped in a cave or held by the US, children need us to care | By Jill Filipovic via @CNNOpinion… https://t.co/Uy4ixyJtxr",-0.0516,0.13,0.732,0.138,186
586,CNN,Sat Jul 07 00:14:57 +0000 2018,RT @AC360: CNN’s @JohnBerman: Where are the kids? The administration claimed they could find any child’s parents within a few keystrokes —…,0.0,0.0,1.0,0.0,187
587,CNN,Sat Jul 07 00:11:05 +0000 2018,"Washington put tariffs on $34 billion worth of Chinese goods on Friday, and Beijing immediately responded with pena… https://t.co/iC1LXyqk1K",0.2263,0.095,0.905,0.0,188
588,CNN,Sat Jul 07 00:01:06 +0000 2018,There may be a glimmer of hope in the fight to protect people from HIV-1.  A new vaccine appears to be safe and ind… https://t.co/1GEKBm6kuS,0.7003,0.28,0.633,0.087,189
589,CNN,Fri Jul 06 23:51:45 +0000 2018,"RT @OutFrontCNN: ""I've literally never heard anyone talk the way Donald Trump does... don't slur your fellow Republicans... by saying that…",0.0,0.0,1.0,0.0,190
590,CNN,Fri Jul 06 23:51:10 +0000 2018,"British PM Theresa May and her government have agreed on a ""business-friendly"" plan for Brexit.

The proposal seeks… https://t.co/soqa3BY6Zb",0.2732,0.11,0.89,0.0,191
591,CNN,Fri Jul 06 23:46:00 +0000 2018,Xiaomi was once the world's most valuable startup. But escalating trade tensions might now stunt the Chinese smartp… https://t.co/PdWb05TRec,-0.3299,0.097,0.747,0.156,192
592,CNN,Fri Jul 06 23:41:02 +0000 2018,"A new accuser has come forward to say that he, too, was sexually assaulted by a doctor who treated Ohio State Unive… https://t.co/boe5HBsKKm",-0.5267,0.0,0.855,0.145,193
593,CNN,Fri Jul 06 23:39:49 +0000 2018,"RT @OutFrontCNN: Calling it “cruel and immoral,” Republican Rep. Mike Coffman calls for an end to the policy that has resulted in the separ…",0.0,0.0,1.0,0.0,194
594,CNN,Fri Jul 06 23:36:00 +0000 2018,"“I don’t think either side wins in a trade war,” says former US Trade Representative Carla Hills, after the US and… https://t.co/d6C9dRweML",0.5719,0.156,0.844,0.0,195
595,CNN,Fri Jul 06 23:31:02 +0000 2018,The top flutist at the Boston Symphony Orchestra is suing the group because she says she makes only 75% of what a m… https://t.co/Zwu9D2yGxS,-0.0772,0.072,0.843,0.084,196
596,CNN,Fri Jul 06 23:26:39 +0000 2018,Watch Angelica Gonzalez-Garcia and her 8-year-old daughter reunite at Boston's Logan Airport in a CNN exclusive rep… https://t.co/keWXXr4O1S,0.128,0.086,0.914,0.0,197
597,CNN,Fri Jul 06 23:26:00 +0000 2018,"These expert cave divers show the dangers of cave diving, and why untrained divers like the young boys trapped in a… https://t.co/4LvGO4Jf2w",-0.5859,0.134,0.634,0.232,198
598,CNN,Fri Jul 06 23:21:08 +0000 2018,"""There are no words other than 'Thank you, God,' "" South Carolina state Rep. Katie Arrington said, speaking out for… https://t.co/M1Fll0N2EH",0.0772,0.11,0.793,0.097,199
599,CNN,Fri Jul 06 23:11:05 +0000 2018,"Leandra English, a top Consumer Financial Protection Bureau official, is stepping down from the agency and ending a… https://t.co/fB3ifsAY6D",0.2023,0.096,0.904,0.0,200
600,fox,Sun Jul 08 19:48:49 +0000 2018,@andrewvijay Everywhere to be honest. That particular one was in the US. That mostly doesn’t happen in Australia.,0.5106,0.163,0.837,0.0,1
601,fox,Sun Jul 08 19:48:11 +0000 2018,@mctrebo Boston,0.0,0.0,1.0,0.0,2
602,fox,Sun Jul 08 19:45:15 +0000 2018,"@LukesBeard It’s the most annoying thing that all social media, including Instagram, butchers the quality of photos… https://t.co/7y8A7IuLcT",-0.4576,0.0,0.85,0.15,3
603,fox,Sun Jul 08 19:06:16 +0000 2018,"“Perks” of traveling alone as a woman: being called “honey” in all restaurants/stores, being grabbed by the arm by… https://t.co/ziCifcCI2x",-0.25,0.0,0.9,0.1,4
604,fox,Sun Jul 08 17:39:19 +0000 2018,@mattopsahl Oh! I did go to the Boston Common and Public Garden :) will check it out!,0.555,0.193,0.807,0.0,5
605,fox,Sun Jul 08 17:37:47 +0000 2018,@amyngyn tbh I specifically look for “healthy” recipes because I don’t want all of the sugar / butter / cream in my… https://t.co/tEki0zBt8v,0.0772,0.067,0.933,0.0,6
606,fox,Sun Jul 08 17:34:51 +0000 2018,"Horribly jet lagged and battling anxiety, but Boston sure is pretty. ❤️ https://t.co/IYfWZjvqLe",0.5499,0.33,0.364,0.305,7
607,fox,Sat Jul 07 15:23:42 +0000 2018,@jilljubs Omg me too but I’m also afraid,0.0,0.0,1.0,0.0,8
608,fox,Fri Jul 06 23:22:17 +0000 2018,"Excited to be going to @xoxo this year with @benschwarz! Portland holds a dear place in my heart. 

Can’t wait to c… https://t.co/7s7h3Ti8sp",0.6476,0.209,0.791,0.0,9
609,fox,Fri Jul 06 23:06:03 +0000 2018,MEL ✈️ LAX ✈️ BOS,0.0,0.0,1.0,0.0,10
610,fox,Thu Jul 05 07:54:19 +0000 2018,"@LJKenward @LukeMesiti You both will do great, I’ll be cheering you from a transatlantic flight. 💐😇",0.8126,0.363,0.637,0.0,11
611,fox,Thu Jul 05 00:18:14 +0000 2018,Jeremy was one of our @cssconfau speakers this year and I cannot recommend him more as a developer with a deep pass… https://t.co/nHFHIPQXtM,-0.2755,0.0,0.9,0.1,12
612,fox,Wed Jul 04 00:40:38 +0000 2018,RT @KD: Serena Williams has been drug tested more than all the top five American male athletes and 2x more than top American female athlete…,0.3818,0.135,0.865,0.0,13
613,fox,Wed Jul 04 00:15:15 +0000 2018,Great post with actionable advice on user protection in hostile states. https://t.co/LKkLVIx3J4,0.3612,0.246,0.599,0.156,14
614,fox,Wed Jul 04 00:11:33 +0000 2018,"@stewartsc hahaha, can’t make this more perfect, really.",0.8221,0.559,0.441,0.0,15
615,fox,Wed Jul 04 00:09:55 +0000 2018,"@Stammy That’s super comprehensive, thank you for sharing!",0.8883,0.742,0.258,0.0,16
616,fox,Wed Jul 04 00:08:19 +0000 2018,"@TimHaines people like that never want to understand, he conveniently blocked all women pointing his wrongness out… https://t.co/cCe4XNNzfh",0.0459,0.12,0.72,0.16,17
617,fox,Tue Jul 03 23:57:36 +0000 2018,"RT @sarahmei: The biggest barrier to entry in software for non-white-men has never been credentials or knowledge or even experience. 

It’s…",-0.128,0.0,0.93,0.07,18
618,fox,Tue Jul 03 09:45:32 +0000 2018,"And here’s the tweet for posterity. Also, if you had any doubts, the author is fine conversing with other men and q… https://t.co/ek0D1YV8We",-0.1027,0.072,0.84,0.088,19
619,fox,Tue Jul 03 09:44:18 +0000 2018,"@karmel80 lol, I can’t even",0.4215,0.483,0.517,0.0,20
620,fox,Tue Jul 03 09:06:17 +0000 2018,@Firesphere Sorry but I don’t want to engage on twitter in that way anymore.,0.5267,0.29,0.637,0.073,21
621,fox,Tue Jul 03 09:03:13 +0000 2018,In case you have any doubts the dude already blocked me because that’s how privilege deals with anything’s that’s uncomfortable. ✌️😎,-0.5267,0.095,0.644,0.261,22
622,fox,Tue Jul 03 08:32:36 +0000 2018,"A lesson to learn here is that if you choose to look away and ignore oppression, IT WILL BE MAGNIFIED BY YOUR COMPL… https://t.co/7yNNGSa6LW",-0.3612,0.0,0.898,0.102,23
623,fox,Tue Jul 03 08:28:42 +0000 2018,"Additionally, using „sexy industry” to describe tech is just another example of sexualisation that women will conti… https://t.co/rFgRgfZR7f",0.0,0.0,1.0,0.0,24
624,fox,Tue Jul 03 08:27:09 +0000 2018,"He could just really look at his own employer, Uber, to learn about the inclusion and moral crisis that tech is cur… https://t.co/I3W252jNqe",-0.6249,0.0,0.843,0.157,25
625,fox,Tue Jul 03 08:24:21 +0000 2018,"I’m not going any further, because the evidence is there for those who are willing to look for it instead of trying… https://t.co/gmd1QdIfJE",0.0,0.0,1.0,0.0,26
626,fox,Tue Jul 03 08:22:45 +0000 2018,"A good place to start would be to familiarise yourself w/the @KaporCenter Tech Leavers study, portraying why people… https://t.co/McD9ZnlGXf",0.4404,0.146,0.854,0.0,27
627,fox,Tue Jul 03 08:20:22 +0000 2018,"The sheer ignorance of white male privilege portrayed in this tweet is a reason why there aren’t more people, espec… https://t.co/BVSYqzUU0a",0.0,0.109,0.783,0.109,28
628,fox,Tue Jul 03 08:05:37 +0000 2018,"@patriciarealini The echo chamber of white dudes seeing tech as easy runs deep, especially at Uber lol",0.7397,0.294,0.706,0.0,29
629,fox,Tue Jul 03 04:49:02 +0000 2018,"RT @KimCrayton1: “We need to destigmatize how we view and talk about privilege, and one of the best ways to do so is to raise awareness.“ #…",0.7717,0.211,0.789,0.0,30
630,fox,Tue Jul 03 04:32:54 +0000 2018,We cannot succeed at making the Web that’s welcoming towards everyone if the platform is built by the few with enou… https://t.co/scB1iuvgaJ,0.0701,0.114,0.783,0.103,31
631,fox,Tue Jul 03 04:32:32 +0000 2018,"RT @Kolor_Koded_101: If you don't understand why more folks don't consider careers in tech despite ""low"" barriers to entry, great pay and b…",0.5719,0.155,0.792,0.053,32
632,fox,Tue Jul 03 04:32:19 +0000 2018,"RT @missydepino: Important facts for white allies:

If you are white, 93% of your social network is white. 

White social media users only…",0.2023,0.076,0.924,0.0,33
633,fox,Tue Jul 03 03:20:06 +0000 2018,RT @MelissaStetten: The University of Well Actually. https://t.co/nZ5NuXiVRn,0.2732,0.231,0.769,0.0,34
634,fox,Tue Jul 03 02:32:06 +0000 2018,I strongly recommend reading the recent State of Black America report that highlights disparities in White-Black an… https://t.co/xPMjqauW2e,0.5574,0.235,0.765,0.0,35
635,fox,Tue Jul 03 02:24:43 +0000 2018,Doing legitimate research for my talk about tech ethics. https://t.co/TDWpxWVyU4,0.0,0.0,1.0,0.0,36
636,fox,Tue Jul 03 01:37:12 +0000 2018,"@bradleyfields awesome! That’s great to hear. I’d mostly use it for writing and reading, maybe some presentations i… https://t.co/8lw5cJJ5dC",0.8588,0.333,0.667,0.0,37
637,fox,Tue Jul 03 01:30:46 +0000 2018,Developer Twitter in a nutshell. https://t.co/bViM2EWxTv,0.0,0.0,1.0,0.0,38
638,fox,Tue Jul 03 01:27:13 +0000 2018,"@glenngillen yeah, I wouldn’t use it for work. I have a personal iMac, will have a work MacBook so want this mostly… https://t.co/1DpI2lNqf1",0.4481,0.188,0.812,0.0,39
639,fox,Tue Jul 03 01:18:36 +0000 2018,I’m considering getting rid of my Macbook and using an iPad Pro for writing + travel (mostly non-work related). If… https://t.co/ioOtzJxM2V,0.0,0.0,1.0,0.0,40
640,fox,Mon Jul 02 23:18:55 +0000 2018,".@mylifeasalllly has spoken at @cssconfau 2016, and I strongly recommend you hire her if you’re looking for a front… https://t.co/RSUDyoP7h4",0.5574,0.223,0.777,0.0,41
641,fox,Mon Jul 02 23:15:52 +0000 2018,"@LukesBeard omg, these are so great! also, love her outfit 😍",0.9325,0.542,0.458,0.0,42
642,fox,Mon Jul 02 23:10:08 +0000 2018,"@soniagupta504 🤦🏻‍♀️😡

I don’t know how not to be ashamed for whiteness anymore, to be honest.",0.7054,0.31,0.69,0.0,43
643,fox,Mon Jul 02 06:58:47 +0000 2018,"RT @DelilahSDawson: Twitter, 2009: You followed me? Wow! I'll follow you, too! We'll be buddies! In the trenches! Hey, that lady said a sma…",0.7156,0.184,0.816,0.0,44
644,fox,Mon Jul 02 06:33:24 +0000 2018,"@Mandy_Kerr @kylietimpani please tell me how to have a great time at the airport, I will be needing this advice soon 😂",0.8519,0.318,0.623,0.059,45
645,fox,Mon Jul 02 06:30:21 +0000 2018,Humans author software and design with conscious and unknown biases baked in. Their prejudice and lack of education… https://t.co/sr8nCyi5WX,-0.6808,0.0,0.752,0.248,46
646,fox,Mon Jul 02 05:13:27 +0000 2018,RT @ICSandwichGuy: https://t.co/n6lOb7f6g8,0.0,0.0,1.0,0.0,47
647,fox,Mon Jul 02 02:51:31 +0000 2018,The European Group on Ethics in Science and New Technologies has been publishing reports on ethics since the early… https://t.co/F24DhJdhVT,0.0,0.0,1.0,0.0,48
648,fox,Mon Jul 02 02:47:28 +0000 2018,"Ethical principles for technology:

→ Human dignity
→ Autonomy
→ Responsibility
→ Justice, equity, &amp; solidarity
→ D… https://t.co/NaXjoluxhv",0.891,0.537,0.463,0.0,49
649,fox,Mon Jul 02 02:11:12 +0000 2018,"@omosolatweets 😡😡😡

This makes me very angry. Shared!",-0.2975,0.213,0.478,0.309,50
650,fox,Mon Jul 02 02:10:35 +0000 2018,"What the living hell @TOABerlin? 

Do you sell photos of your attendees and/or allow press to use them however they… https://t.co/YkEMfHlZUE",-0.5719,0.075,0.745,0.18,51
651,fox,Mon Jul 02 02:04:16 +0000 2018,@meelijane 😡,0.0,0.0,1.0,0.0,52
652,fox,Mon Jul 02 02:04:04 +0000 2018,RT @omosolatweets: It recently came to my attention that an image of myself &amp; three other female attendees from a break during the @TOABerl…,0.0,0.0,1.0,0.0,53
653,fox,Sun Jul 01 22:52:03 +0000 2018,"@Mandy_Kerr Thank you, Mandy. 😇💐",0.3612,0.385,0.615,0.0,54
654,fox,Sat Jun 30 11:22:36 +0000 2018,"All white people should watch W. Kamau Bell’s newest stand up, “Private School Negro” immediately.

https://t.co/nzCFNCj5Kh",0.0,0.0,1.0,0.0,55
655,fox,Sat Jun 30 08:19:58 +0000 2018,"These are only a few things I do on a daily basis. 

If you’re a man, consider how women perpetually live in fear a… https://t.co/Kmhe4XISP2",-0.4939,0.0,0.862,0.138,56
656,fox,Sat Jun 30 08:18:20 +0000 2018,"8) when I can’t avoid confrontation, I’m polite and try to find excuses to not give them what they want (eg a phone… https://t.co/iJX8dOQawo",-0.0772,0.157,0.674,0.169,57
657,fox,Sat Jun 30 08:09:27 +0000 2018,5) when I sense someone creepily following me I don’t engage. I walk faster with my phone out and look for other pe… https://t.co/dPqzY7bpld,0.34,0.107,0.893,0.0,58
658,fox,Sat Jun 30 08:07:33 +0000 2018,"1) I don’t walk with headphones on after dark.
2) I don’t choose badly lit side streets; I stick to main roads with… https://t.co/VrJV74cCtB",-0.4767,0.0,0.866,0.134,59
659,fox,Sat Jun 30 08:04:10 +0000 2018,"I had a conversation with a few women about perosnal safety recently and we, sadly, pretty much shared the same str… https://t.co/sU41H06OqF",0.6808,0.321,0.573,0.107,60
660,fox,Sat Jun 30 08:01:57 +0000 2018,@janeruffino Mental illness has become a free getaway card for violent white men. It also stigmatizes mental health… https://t.co/exEW21yI3f,-0.5106,0.133,0.602,0.265,61
661,fox,Sat Jun 30 04:43:58 +0000 2018,"If Silicon Valley diversity and inclusion initiatives are achieving any results, it’s sadly mostly affecting only w… https://t.co/qQZAzUarvu",-0.4215,0.0,0.859,0.141,62
662,fox,Sat Jun 30 04:41:52 +0000 2018,@linzlovesyou 🤦🏻‍♀️ no no no no,-0.7783,0.0,0.405,0.595,63
663,fox,Sat Jun 30 04:34:22 +0000 2018,RT @rightsagenda: Watch our @DanielHRLC's address to the UN Human Rights Council last night about the Turnbull Government's deliberate dest…,0.0,0.0,1.0,0.0,64
664,fox,Sat Jun 30 04:31:26 +0000 2018,@kylietimpani I feel so seen,0.0,0.0,1.0,0.0,65
665,fox,Sat Jun 30 02:11:57 +0000 2018,"„Surveillance is not only a means of watching or tracking, it is also a mechanism for social sorting.”

 —Virgina E… https://t.co/INEmQdekvg",0.0,0.0,1.0,0.0,66
666,fox,Sat Jun 30 02:01:27 +0000 2018,"@Gemma_Stiles thank you, Gemma! that’s very kind. 💖",0.8386,0.599,0.401,0.0,67
667,fox,Sat Jun 30 02:01:05 +0000 2018,"@corywheeler1 @jesslynnrose @samhouston thank you, y’all 😇 💐",0.6705,0.379,0.621,0.0,68
668,fox,Sat Jun 30 00:57:09 +0000 2018,"One of the things that annoy the living hell out of me in SaaS is:

1) not sending monthly invoices via email
2) ch… https://t.co/B3JmezlHoE",-0.8176,0.0,0.754,0.246,69
669,fox,Fri Jun 29 23:54:44 +0000 2018,"I really love how @Xero rubs it in by charging for an additional month even after cancellation.

Horrifying service… https://t.co/NTkwQGZSHi",0.2006,0.178,0.675,0.147,70
670,fox,Fri Jun 29 23:52:30 +0000 2018,"The perpetuation of drinking in the tech industry, especially in professional settings like offices, meetups and co… https://t.co/F1WptRlAaS",0.3612,0.128,0.872,0.0,71
671,fox,Fri Jun 29 05:26:19 +0000 2018,"👩🏻‍🎓 More talk research: 

What prevents you from building ethical products and companies? 
What would empower you… https://t.co/SzZNgJXz6g",0.5574,0.187,0.813,0.0,72
672,fox,Fri Jun 29 05:10:55 +0000 2018,I’ll be making it over to Perth in August to keynote @DDDPerth and talk about building a welcoming Web for everyone… https://t.co/Y6BFKG7weE,0.4404,0.127,0.873,0.0,73
673,fox,Thu Jun 28 23:10:43 +0000 2018,RT @notwaldorf: I made a music sequencer! In JavaScript! It even uses Machine Learning to try to match drums to a synth melody you create!…,0.0,0.0,1.0,0.0,74
674,fox,Thu Jun 28 22:31:19 +0000 2018,"RT @anitasarkeesian: ""they're just words""
""you can't take a joke""
""you're just making it up""
""it's just boys being boys""
""it's just the way…",-0.2235,0.0,0.921,0.079,75
675,fox,Thu Jun 28 04:47:58 +0000 2018,"Nowadays, the most significant performance wins for perceived speed, and user experience lay in web fonts and JavaS… https://t.co/xtHruZgFnm",0.7233,0.263,0.737,0.0,76
676,fox,Thu Jun 28 00:53:02 +0000 2018,"@mor10 Thank you for the recommendations! I have few others on my list as well, but didn’t manage to read 10+ books for one talk. 😅",0.7043,0.215,0.785,0.0,77
677,fox,Wed Jun 27 06:19:59 +0000 2018,"@eleanorstrib Agree! The whole soft skill argument is bullshit. I had philosophy, ethics and sociology and I’m real… https://t.co/Qjg7ROz2vW",-0.6239,0.104,0.623,0.274,78
678,fox,Wed Jun 27 03:21:04 +0000 2018,World biggest data breaches visualised. https://t.co/v9cvF7xXih,0.0,0.0,1.0,0.0,79
679,fox,Wed Jun 27 02:06:38 +0000 2018,@CatherineFlick Agree! The materials date way back to the 70s and 80s. It’s saddening only now people realise the i… https://t.co/g7izwFtlHq,-0.2481,0.1,0.76,0.14,80
680,fox,Wed Jun 27 02:02:51 +0000 2018,"I would also urge to read the following books by @sara_ann_marie, @PopTechWorks, @safiyanoble and @mathbabedotorg a… https://t.co/M3MEp2hf2H",0.0,0.0,1.0,0.0,81
681,fox,Wed Jun 27 01:55:07 +0000 2018,One of the resources I would recommend is @datasociety’s research. https://t.co/iggP6iabre,0.3612,0.217,0.783,0.0,82
682,fox,Wed Jun 27 01:54:40 +0000 2018,"There are endless papers, articles and books on technological redlining, algorithmic bias, the implications of tech… https://t.co/1d7T2Q3oYT",-0.1027,0.0,0.92,0.08,83
683,fox,Wed Jun 27 01:53:22 +0000 2018,"I’m doing research for my talk about tech ethics, and the fact tech is in such ethical crisis is partial to lack of… https://t.co/9axwAb3xws",-0.4767,0.107,0.684,0.208,84
684,fox,Tue Jun 26 23:47:06 +0000 2018,"RT @Real_CSS_Tricks: 🎥 The Critical Request https://t.co/SbR3CxGOTc

New slides from @benschwarz, and goes nicely with his article! https:/…",0.2244,0.142,0.756,0.102,85
685,fox,Mon Jun 25 05:49:13 +0000 2018,@jennschiffer  https://t.co/luQBcBWvvc,0.0,0.0,1.0,0.0,86
686,fox,Mon Jun 25 02:07:09 +0000 2018,RT @melissamcewen: It's hilarious to me that during the hiring process tech companies insist candidates know and follow best practices. And…,0.7845,0.266,0.734,0.0,87
687,fox,Mon Jun 25 02:01:57 +0000 2018,@madalynrose you both look fantastic! 🎉,0.7644,0.569,0.431,0.0,88
688,fox,Mon Jun 25 01:57:33 +0000 2018,"RT @DoLectures: Look after yourself.

1, Celebrate small things
2, Celebrate big things
3, Don't compare
4, Make time for exercise
5, Eat w…",0.8126,0.252,0.748,0.0,89
689,fox,Mon Jun 25 01:56:38 +0000 2018,@tsunamino looking fabulous!! 👏🏻,0.6103,0.363,0.637,0.0,90
690,fox,Mon Jun 25 01:51:07 +0000 2018,More people in the tech industry have to ask questions about how ethical their work is and who they lend their expe… https://t.co/DKCU2blFz4,0.5106,0.13,0.87,0.0,91
691,fox,Mon Jun 25 01:48:22 +0000 2018,"RT @YesYoureRacist: Good morning, no one is illegal on stolen land",-0.7269,0.153,0.37,0.476,92
692,fox,Mon Jun 25 01:47:33 +0000 2018,"RT @SaraJChipps: Please don’t ask your female engineers to help you with diversity or recruit other female engineers. That isn’t their job,…",0.6124,0.2,0.8,0.0,93
693,fox,Sun Jun 24 23:07:51 +0000 2018,"I’ve been talking about how front-end is continuously downplayed as an expertise for a long time.

Front-end is the… https://t.co/ToutaiwjlB",0.0,0.0,1.0,0.0,94
